Ensembl Gene ID	RefSeq mRNA	RefSeq Protein ID	RefSeq Predicted Protein ID
ENSG00000104818	NM_033377		
ENSG00000104818	NM_033378		
ENSG00000152520			
ENSG00000196155			
ENSG00000177842			
ENSG00000119392	NM_001003722	NP_001003722	
ENSG00000213030	NM_033377	NP_203695	
ENSG00000009307	NM_001242891	NP_001007554	
ENSG00000009307	NM_001242891	NP_001229821	
ENSG00000009307	NM_001242891	NP_001229820	
ENSG00000111670	NM_024312	NP_077288	
ENSG00000243594			
ENSG00000213030			
ENSG00000236177	NM_001242525	NP_001229454	
ENSG00000236177	NM_001242524	NP_001229454	
ENSG00000236177	NM_033554	NP_001229454	
ENSG00000236177	NM_001242525	NP_001229453	
ENSG00000236177	NM_001242524	NP_001229453	
ENSG00000236177	NM_033554	NP_001229453	
ENSG00000236177	NM_001242525	NP_291032	
ENSG00000236177	NM_001242524	NP_291032	
ENSG00000236177	NM_033554	NP_291032	
ENSG00000177842	NM_175888	NP_787084	
ENSG00000111670			
ENSG00000123352			
ENSG00000009307	NM_001242892	NP_001007554	
ENSG00000009307	NM_001007553	NP_001007554	
ENSG00000009307	NM_001242892	NP_001229821	
ENSG00000009307	NM_001007553	NP_001229821	
ENSG00000119392	NM_001499	NP_001490	
ENSG00000188986	NM_015456	NP_056271	
ENSG00000236177			
ENSG00000078304			
ENSG00000213030	NM_033183	NP_000728	
ENSG00000213030	NM_033183	NP_149439	
ENSG00000213030	NM_033183	NP_149032	
ENSG00000114646	NM_001206942	NP_001193871	
ENSG00000243594	NM_002800	NP_002791	
ENSG00000164219	NM_005023	NP_005014	
ENSG00000009307			
ENSG00000164219			
ENSG00000125166	NM_002080	NP_002071	
ENSG00000236177		NP_001229454	
ENSG00000236177		NP_001229453	
ENSG00000236177		NP_291032	
ENSG00000137288	NM_032340	NP_115716	
ENSG00000009307	NM_001130523	NP_001229822	
ENSG00000009307	NM_001130523	NP_001123995	
ENSG00000009307	NM_001130523	NP_009089	
ENSG00000137288			
ENSG00000119392			
ENSG00000254636	NM_001099667	NP_001093137	
ENSG00000125166			
ENSG00000114646	NM_001206945	NP_001193874	
ENSG00000114646	NM_001206944	NP_001193874	
ENSG00000114646	NM_001206943	NP_001193874	
ENSG00000114646	NM_001206945	NP_001193873	
ENSG00000114646	NM_001206944	NP_001193873	
ENSG00000114646	NM_001206943	NP_001193873	
ENSG00000114646	NM_001206945	NP_001193872	
ENSG00000114646	NM_001206944	NP_001193872	
ENSG00000114646	NM_001206943	NP_001193872	
ENSG00000146147	NM_138569	NP_612636	
ENSG00000189052	NM_033043	NP_000728	
ENSG00000189052	NM_033043	NP_149439	
ENSG00000189052	NM_033043	NP_149032	
ENSG00000114646	NM_001206944	NP_006565	
ENSG00000114646	NM_001206942	NP_006565	
ENSG00000114646	NM_006574	NP_006565	
ENSG00000114646	NM_001206942	NP_001193873	
ENSG00000114646	NM_006574	NP_001193873	
ENSG00000114646	NM_001206944	NP_001193871	
ENSG00000114646	NM_006574	NP_001193871	
ENSG00000148841	NM_033397	NP_203755	
ENSG00000148773	NM_002417	NP_002408	
ENSG00000196337	NM_033142	NP_149133	
ENSG00000148773	NM_001145966	NP_001139438	
ENSG00000148841			
ENSG00000204616	NM_007028	NP_008959	
ENSG00000196337			
ENSG00000148773			
ENSG00000225950			
ENSG00000167744	NM_006179	NP_006170	
ENSG00000185885	NM_003641	NP_003632	
ENSG00000104529		NP_001123529	
ENSG00000104529		NP_001123525	
ENSG00000104529		NP_001951	
ENSG00000104529		NP_001123527	
ENSG00000104529		NP_115754	
ENSG00000104848	NM_031886	NP_114092	
ENSG00000251357			
ENSG00000124455			
ENSG00000113525	NM_000879	NP_000870	
ENSG00000123352	NM_023071	NP_075559	
ENSG00000113525			
ENSG00000167378	NM_001007561	NP_001007562	
ENSG00000204616			
ENSG00000160179	NM_207627	NP_997511	
ENSG00000160179	NM_207627	NP_997510	
ENSG00000185885			
ENSG00000167081			
ENSG00000250673			
ENSG00000124444	NM_024327	NP_001138819	
ENSG00000124444	NM_001145347	NP_001138819	
ENSG00000124444	NM_024327	NP_077303	
ENSG00000124444	NM_001145347	NP_077303	
ENSG00000104529	NM_001195203	NP_001182132	
ENSG00000160179	NM_207629	NP_997512	
ENSG00000160179	NM_207629	NP_997511	
ENSG00000112242	NM_001243076	NP_001940	
ENSG00000112242	NM_001949	NP_001940	
ENSG00000160179			
ENSG00000235658	NM_001190724		
ENSG00000169231	NM_007112	NP_009043	
ENSG00000160179	NM_016818	NP_997511	
ENSG00000160179	NM_016818	NP_058198	
ENSG00000112242			
ENSG00000122550			
ENSG00000112242		NP_001230005	
ENSG00000116062	NM_000179	NP_000170	
ENSG00000104529	NM_032378	NP_001123529	
ENSG00000104529	NM_001130053	NP_001123529	
ENSG00000104529	NM_032378	NP_001123525	
ENSG00000104529	NM_001130053	NP_001123525	
ENSG00000104529	NM_032378	NP_001951	
ENSG00000104529	NM_001130053	NP_001951	
ENSG00000104529	NM_032378	NP_001123527	
ENSG00000104529	NM_001130053	NP_001123527	
ENSG00000104529	NM_032378	NP_115754	
ENSG00000104529	NM_001130053	NP_115754	
ENSG00000160179	NM_004915	NP_004906	
ENSG00000110693	NM_033326	NP_201583	
ENSG00000104529	NM_001130056	NP_001123528	
ENSG00000116062			
ENSG00000160179	NM_207174	NP_997511	
ENSG00000160179	NM_207174	NP_997057	
ENSG00000214415	NM_001102386	NP_001095856	
ENSG00000169231			
ENSG00000078304	NM_001161726	NP_001155198	
ENSG00000104529	NM_001960	NP_001123529	
ENSG00000104529	NM_001130055	NP_001123529	
ENSG00000104529	NM_001130057	NP_001123529	
ENSG00000104529	NM_001960	NP_001951	
ENSG00000104529	NM_001130055	NP_001951	
ENSG00000104529	NM_001130057	NP_001951	
ENSG00000104529	NM_001960	NP_001123527	
ENSG00000104529	NM_001130055	NP_001123527	
ENSG00000104529	NM_001130057	NP_001123527	
ENSG00000110693	NM_001145811	NP_001139283	
ENSG00000226763	NM_001145641	NP_001139113	
ENSG00000167081	NM_006195	NP_001128250	
ENSG00000167081	NM_006195	NP_006186	
ENSG00000073282	NM_003722	NP_003713	
ENSG00000120051	NM_001008723	NP_001008723	
ENSG00000073282	NM_001114979	NP_001108451	
ENSG00000110693	NM_017508	NP_001139283	
ENSG00000110693	NM_017508	NP_059978	
ENSG00000131116			
ENSG00000173421	NM_178173	NP_001128669	
ENSG00000173421	NM_001135197	NP_001128669	
ENSG00000173421	NM_178173	NP_835467	
ENSG00000173421	NM_001135197	NP_835467	
ENSG00000073282			
ENSG00000235658			
ENSG00000120051			
ENSG00000131116	NM_182498	NP_872304	
ENSG00000110693		NP_001139291	
ENSG00000078304	NM_178586	NP_848701	
ENSG00000073282	NM_001114978	NP_001108450	
ENSG00000173421			
ENSG00000206297	NM_000593	NP_000584	
ENSG00000110693			
ENSG00000105767	NM_145296	NP_660339	
ENSG00000104852			
ENSG00000235658	NM_001031722	NP_001026892	
ENSG00000235658	NM_001031722	NP_001177653	
ENSG00000166033	NM_002775	NP_002766	
ENSG00000073282	NM_001114980	NP_001108452	
ENSG00000156026	NM_138357	NP_612366	
ENSG00000011422	NM_001005376	NP_001005376	
ENSG00000235658	NM_024909	NP_079185	
ENSG00000156026			
ENSG00000112077	NM_000324	NP_000315	
ENSG00000011422	NM_002659	NP_002650	
ENSG00000185989	NM_007368	NP_031394	
ENSG00000011422	NM_001005377	NP_001005377	
ENSG00000187091	NM_001130964	NP_001124436	
ENSG00000120519			
ENSG00000206297			
ENSG00000185989			
ENSG00000167081	NM_001134778	NP_001128250	
ENSG00000223493			
ENSG00000078304	NM_178587	NP_848702	
ENSG00000176381			
ENSG00000170946	NM_181706	NP_859057	
ENSG00000124449	NM_019612	NP_062558	
ENSG00000112077		NP_000315	
ENSG00000073282	NM_001114982	NP_001108454	
ENSG00000112077			
ENSG00000176381	NM_175922	NP_787118	
ENSG00000078304	NM_002719	NP_002710	
ENSG00000187091	NM_006225	NP_006216	
ENSG00000073282	NM_001114981	NP_001108453	
ENSG00000170946			
ENSG00000110693	NM_001145819	NP_001139291	
ENSG00000120519	NM_001029998	NP_001025169	
ENSG00000166033			
ENSG00000173124			
ENSG00000122550	NM_001031710	NP_061334	
ENSG00000122550	NM_001031710	NP_001026880	
ENSG00000189045			
ENSG00000196800	NM_001001325	NP_001001325	
ENSG00000240972	NM_002415	NP_002406	
ENSG00000075223	NM_006379	NP_006370	
ENSG00000122550	NM_001172428	NP_001165899	
ENSG00000104852	NM_003089	NP_003080	
ENSG00000218537			
ENSG00000198818	NM_145169	NP_660152	
ENSG00000165863	NM_144661	NP_653262	
ENSG00000120519	NM_032128	NP_115504	
ENSG00000127922			
ENSG00000165863		NP_653262	
ENSG00000173124	NM_207321	NP_997204	
ENSG00000102755	NM_001159920	NP_002010	
ENSG00000102755	NM_002019	NP_002010	
ENSG00000102755	NM_001159920	NP_001153392	
ENSG00000102755	NM_002019	NP_001153392	
ENSG00000197043			
ENSG00000178172			
ENSG00000078304	NM_002719	NP_001155197	
ENSG00000078304	NM_001161725	NP_001155197	
ENSG00000122550	NM_018846	NP_061334	
ENSG00000102755			
ENSG00000105771	NM_019108	NP_061981	
ENSG00000206340			
ENSG00000075223			
ENSG00000127922	NM_006304	NP_006295	
ENSG00000178172	NM_001195290	NP_995313	
ENSG00000178172	NM_205841	NP_995313	
ENSG00000178172	NM_001195290	NP_001182219	
ENSG00000178172	NM_205841	NP_001182219	
ENSG00000102755	NM_001159920	NP_001153502	
ENSG00000102755	NM_001160030	NP_001153502	
ENSG00000102755	NM_001160030	NP_001153392	
ENSG00000198113	NM_017723	NP_060193	
ENSG00000057149	NM_006919	NP_008850	
ENSG00000225399			
ENSG00000133433	NM_000854	NP_001074312	
ENSG00000133433	NM_001080843	NP_001074312	
ENSG00000133433	NM_000854	NP_000845	
ENSG00000133433	NM_001080843	NP_000845	
ENSG00000133433			
ENSG00000177084			
ENSG00000057149			
ENSG00000099974	NM_001084393	NP_001077862	
ENSG00000075223		NP_006370	
ENSG00000102755	NM_001160031	NP_001153503	
ENSG00000197846	NM_003522	NP_003517	
ENSG00000197846	NM_003522	NP_003513	
ENSG00000197846	NM_003522	NP_003516	
ENSG00000197846	NM_003522	NP_003514	
ENSG00000197846	NM_003522	NP_003509	
ENSG00000188315	NM_198562	NP_940964	
ENSG00000145996	NM_017774	NP_060244	
ENSG00000188315			
ENSG00000104783	NM_002250	NP_002241	
ENSG00000099977	NM_001355	NP_001077861	
ENSG00000099977	NM_001084392	NP_001077861	
ENSG00000099977	NM_001355	NP_001346	
ENSG00000099977	NM_001084392	NP_001346	
ENSG00000198518	NM_003545	NP_003535	
ENSG00000198518	NM_003545	NP_003539	
ENSG00000198518	NM_003545	NP_003536	
ENSG00000198518	NM_003545	NP_003534	
ENSG00000198518	NM_003545	NP_003533	
ENSG00000198518	NM_003545	NP_003531	
ENSG00000198518	NM_003545	NP_003530	
ENSG00000198518	NM_003545	NP_003529	
ENSG00000198518	NM_003545	NP_778224	
ENSG00000198518	NM_003545	NP_003486	
ENSG00000198518	NM_003545	NP_068803	
ENSG00000198518	NM_003545	NP_001029249	
ENSG00000198518	NM_003545	NP_003537	
ENSG00000198518	NM_003545	NP_003532	
ENSG00000165868	NM_025015	NP_079291	
ENSG00000148950			
ENSG00000166396			
ENSG00000099977			
ENSG00000099977		NP_001077861	
ENSG00000099977		NP_001346	
ENSG00000104529		NP_001123528	
ENSG00000198435	NM_001004354	NP_001004354	
ENSG00000104783			
ENSG00000187990	NM_003518	NP_003517	
ENSG00000187990	NM_003518	NP_003513	
ENSG00000187990	NM_003518	NP_003516	
ENSG00000187990	NM_003518	NP_003514	
ENSG00000187990	NM_003518	NP_003509	
ENSG00000148950	NM_144981	NP_659418	
ENSG00000145996			
ENSG00000122550		NP_061334	
ENSG00000240592		NP_085155	
ENSG00000226979	NM_000595	NP_000586	
ENSG00000226979	NM_001159740	NP_000586	
ENSG00000226979	NM_000595	NP_001153212	
ENSG00000226979	NM_001159740	NP_001153212	
ENSG00000240592			
ENSG00000166396	NM_003784	NP_001035237	
ENSG00000166396	NM_001040147	NP_001035237	
ENSG00000166396	NM_003784	NP_003775	
ENSG00000166396	NM_001040147	NP_003775	
ENSG00000052723	NM_025073	NP_001095866	
ENSG00000052723	NM_001102396	NP_001095866	
ENSG00000203836	NM_001101663	NP_001095133	
ENSG00000052723	NM_025073	NP_079349	
ENSG00000114270	NM_000094	NP_000085	
ENSG00000171772	NM_130784	NP_570140	
ENSG00000187609			
ENSG00000226979			
ENSG00000233795	NM_170783	NP_740753	
ENSG00000233795	NM_170783	NP_055411	
ENSG00000114270			
ENSG00000171772	NM_001143763	NP_001137235	
ENSG00000171772	NM_001143763	NP_570140	
ENSG00000107290	NM_015046	NP_055861	
ENSG00000203836			
ENSG00000233795		NP_740753	
ENSG00000233795		NP_055411	
ENSG00000160180	NM_003226	NP_003217	
ENSG00000107290			
ENSG00000171772	NM_001143764	NP_001137236	
ENSG00000180537			
ENSG00000224841	NM_004761	NP_004752	
ENSG00000233795	NM_014596	NP_740753	
ENSG00000233795	NM_014596	NP_055411	
ENSG00000182771	NM_017551	NP_060021	
ENSG00000226826	NM_002121	NP_002112	
ENSG00000182771			
ENSG00000226826			
ENSG00000160180			
ENSG00000180537	NM_152737	NP_001158506	
ENSG00000180537	NM_001165033	NP_001158506	
ENSG00000180537	NM_001165034	NP_001158506	
ENSG00000180537	NM_001165032	NP_001158506	
ENSG00000180537	NM_152737	NP_001158505	
ENSG00000180537	NM_001165033	NP_001158505	
ENSG00000180537	NM_001165034	NP_001158505	
ENSG00000180537	NM_001165032	NP_001158505	
ENSG00000180537	NM_152737	NP_001158504	
ENSG00000180537	NM_001165033	NP_001158504	
ENSG00000180537	NM_001165034	NP_001158504	
ENSG00000180537	NM_001165032	NP_001158504	
ENSG00000180537	NM_152737	NP_689950	
ENSG00000180537	NM_001165033	NP_689950	
ENSG00000180537	NM_001165034	NP_689950	
ENSG00000180537	NM_001165032	NP_689950	
ENSG00000150394	NM_001796	NP_001787	
ENSG00000172890	NM_018161	NP_060631	
ENSG00000159871	NM_001031749	NP_001026919	
ENSG00000159871	NM_001031749	NP_872379	
ENSG00000224841			
ENSG00000154611	NM_144662	NP_653263	
ENSG00000159871	NM_182573	NP_872379	
ENSG00000154611	NM_001025096	NP_001020267	
ENSG00000154611	NM_001025097	NP_001020268	
ENSG00000122861	NM_002658	NP_002649	
ENSG00000237829			
ENSG00000167637			
ENSG00000172890			
ENSG00000160181	NM_005423	NP_005414	
ENSG00000154611			
ENSG00000104863			
ENSG00000122861			
ENSG00000197043	NM_001155	NP_001180473	
ENSG00000197043	NM_001155	NP_001146	
ENSG00000161896	NM_054111	NP_001136355	
ENSG00000161896	NM_001142883	NP_001136355	
ENSG00000161896	NM_054111	NP_473452	
ENSG00000161896	NM_001142883	NP_473452	
ENSG00000167637	NM_181845	NP_862828	
ENSG00000187609	NM_017820	NP_060290	
ENSG00000104863	NM_022165	NP_071448	
ENSG00000237829		NP_068778	
ENSG00000170779	NM_017955	NP_060425	
ENSG00000170779	NM_145701	NP_060425	
ENSG00000170779	NM_017955	NP_663747	
ENSG00000170779	NM_145701	NP_663747	
ENSG00000197043	NM_001193544	NP_001180473	
ENSG00000122861	NM_001145031	NP_001138503	
ENSG00000164221	NM_001040440	NP_689762	
ENSG00000164221	NM_001040440	NP_001035530	
ENSG00000130177	NM_003903	NP_001072113	
ENSG00000130177	NM_001078645	NP_001072113	
ENSG00000130177	NM_003903	NP_003894	
ENSG00000130177	NM_001078645	NP_003894	
ENSG00000165949			
ENSG00000168274	NM_021052	NP_003504	
ENSG00000168274	NM_021052	NP_066390	
ENSG00000221916	NM_018111	NP_060581	
ENSG00000243927	NM_032476	NP_115865	
ENSG00000206468			
ENSG00000142089	NM_021034	NP_066362	
ENSG00000197632			
ENSG00000164221	NM_152549	NP_689762	
ENSG00000206467			
ENSG00000142089			
ENSG00000196966	NM_003532	NP_003528	
ENSG00000196966	NM_003532	NP_003521	
ENSG00000196966	NM_003532	NP_003525	
ENSG00000196966	NM_003532	NP_003523	
ENSG00000196966	NM_003532	NP_003522	
ENSG00000196966	NM_003532	NP_003520	
ENSG00000196966	NM_003532	NP_066298	
ENSG00000196966	NM_003532	NP_003524	
ENSG00000196966	NM_003532	NP_003526	
ENSG00000196966	NM_003532	NP_003527	
ENSG00000164221			
ENSG00000173473	NM_003074	NP_003065	
ENSG00000130177			
ENSG00000198743	NM_006933	NP_008864	
ENSG00000173171	NM_002455	NP_002446	
ENSG00000165949	NM_005532	NP_005523	
ENSG00000177380	NM_003660	NP_003651	
ENSG00000087470	NM_012063	NP_036193	
ENSG00000173171	NM_198883	NP_942584	
ENSG00000173171			
ENSG00000177380			
ENSG00000230467			
ENSG00000159197	NM_172201	NP_751951	
ENSG00000183484	NM_013345	NP_037477	
ENSG00000255963	NM_178230	NP_839944	
ENSG00000255963	NM_178230	NP_001129261	
ENSG00000255963	NM_178230	NP_001137355	
ENSG00000142166	NM_000629	NP_000620	
ENSG00000230467	NM_170769	NP_739575	
ENSG00000177084	NM_006231	NP_006222	
ENSG00000052802	NM_006745	NP_001017369	
ENSG00000052802	NM_006745	NP_006736	
ENSG00000142166			
ENSG00000183484			
ENSG00000205670			
ENSG00000164300			
ENSG00000052802			
ENSG00000165949	NM_001130080	NP_001123552	
ENSG00000165949	NM_005532	NP_001123552	
ENSG00000205670	NM_058182	NP_478062	
ENSG00000197632	NM_002575	NP_001137290	
ENSG00000197632	NM_001143818	NP_001137290	
ENSG00000197632	NM_002575	NP_002566	
ENSG00000197632	NM_001143818	NP_002566	
ENSG00000052802	NM_001017369	NP_001017369	
ENSG00000164300	NM_001174072	NP_001167543	
ENSG00000134283		NP_958847	
ENSG00000134333	NM_005566	NP_005557	
ENSG00000214510	NM_001040129	NP_001035218	
ENSG00000134333			
ENSG00000164300	NM_001174071	NP_840060	
ENSG00000164300	NM_178276	NP_840060	
ENSG00000164300	NM_001174071	NP_001167542	
ENSG00000164300	NM_178276	NP_001167542	
ENSG00000134283	NM_201515	NP_958923	
ENSG00000134283	NM_201515	NP_958847	
ENSG00000152359	NM_152408	NP_001092741	
ENSG00000152359	NM_001099271	NP_001092741	
ENSG00000134333	NM_001135239	NP_001128711	
ENSG00000152359			
ENSG00000214510			
ENSG00000132963	NM_015932	NP_057016	
ENSG00000241674			
ENSG00000124575	NM_005320	NP_005311	
ENSG00000160182	NM_003225	NP_003216	
ENSG00000087470			
ENSG00000198327	NM_003540	NP_003535	
ENSG00000198327	NM_003540	NP_003539	
ENSG00000198327	NM_003540	NP_003536	
ENSG00000198327	NM_003540	NP_003534	
ENSG00000198327	NM_003540	NP_003533	
ENSG00000198327	NM_003540	NP_003531	
ENSG00000198327	NM_003540	NP_003530	
ENSG00000198327	NM_003540	NP_003529	
ENSG00000198327	NM_003540	NP_778224	
ENSG00000198327	NM_003540	NP_003486	
ENSG00000198327	NM_003540	NP_068803	
ENSG00000198327	NM_003540	NP_001029249	
ENSG00000198327	NM_003540	NP_003537	
ENSG00000198327	NM_003540	NP_003532	
ENSG00000243067			
ENSG00000114316	NM_199443	NP_955475	
ENSG00000221821	NM_001008739	NP_001008739	
ENSG00000122497	NM_015383	NP_056198	
ENSG00000099984	NM_000854		
ENSG00000144868	NM_023943	NP_076432	
ENSG00000144868	NM_001136469	NP_076432	
ENSG00000144868	NM_023943	NP_001129941	
ENSG00000144868	NM_001136469	NP_001129941	
ENSG00000122497			
ENSG00000112149	NM_001040280	NP_001035370	
ENSG00000112149	NM_004233	NP_001035370	
ENSG00000112149	NM_001040280	NP_004224	
ENSG00000112149	NM_004233	NP_004224	
ENSG00000087470	NM_012062	NP_036192	
ENSG00000107438	NM_020992	NP_066272	
ENSG00000099984			
ENSG00000160766			
ENSG00000144868			
ENSG00000243067	NM_002800	NP_002791	
ENSG00000122497		NP_056198	
ENSG00000134283			
ENSG00000114316	NM_003363	NP_003354	
ENSG00000232641			
ENSG00000124578	NM_003547	NP_003538	
ENSG00000152359	NM_152408	NP_689621	
ENSG00000134283	NM_201439	NP_958847	
ENSG00000198765	NM_003176	NP_003167	
ENSG00000171611	NM_001243168	NP_612153	
ENSG00000171611	NM_138296	NP_612153	
ENSG00000171611	NM_001243168	NP_001230097	
ENSG00000171611	NM_138296	NP_001230097	
ENSG00000157350	NM_006927	NP_008858	
ENSG00000256316	NM_021018	NP_003528	
ENSG00000256316	NM_021018	NP_003521	
ENSG00000256316	NM_021018	NP_003525	
ENSG00000256316	NM_021018	NP_003523	
ENSG00000256316	NM_021018	NP_003522	
ENSG00000256316	NM_021018	NP_003520	
ENSG00000256316	NM_021018	NP_066298	
ENSG00000256316	NM_021018	NP_003524	
ENSG00000256316	NM_021018	NP_003526	
ENSG00000256316	NM_021018	NP_003527	
ENSG00000198765			
ENSG00000173473			
ENSG00000087470	NM_005690	NP_005681	
ENSG00000171611	NM_001243169	NP_001230098	
ENSG00000134333	NM_001165415	NP_001158887	
ENSG00000171611	NM_001243170	NP_001230099	
ENSG00000235758		NP_006402	
ENSG00000235758		NP_116130	
ENSG00000197459	NM_003524	NP_003515	
ENSG00000011426	NM_018685	NP_061155	
ENSG00000114316			
ENSG00000171611			
ENSG00000064115	NM_016551	NP_057635	
ENSG00000185610	NM_001004329	NP_001004329	
ENSG00000130528	NM_002152	NP_002143	
ENSG00000011426			
ENSG00000064115			
ENSG00000130528			
ENSG00000134283	NM_016488	NP_057572	
ENSG00000256018	NM_003534	NP_003528	
ENSG00000256018	NM_003534	NP_003521	
ENSG00000256018	NM_003534	NP_003525	
ENSG00000256018	NM_003534	NP_003523	
ENSG00000256018	NM_003534	NP_003522	
ENSG00000256018	NM_003534	NP_003520	
ENSG00000256018	NM_003534	NP_066298	
ENSG00000256018	NM_003534	NP_003524	
ENSG00000256018	NM_003534	NP_003526	
ENSG00000256018	NM_003534	NP_003527	
ENSG00000232810	NM_000594	NP_000585	
ENSG00000166220	NM_152710	NP_689923	
ENSG00000222018			
ENSG00000139508	NM_181785	NP_861450	
ENSG00000145879	NM_032566	NP_115955	
ENSG00000166220			
ENSG00000176222	NM_001033719	NP_001028891	
ENSG00000243627			
ENSG00000141384			
ENSG00000168242	NM_003525	NP_003517	
ENSG00000168242	NM_003525	NP_003513	
ENSG00000168242	NM_003525	NP_003516	
ENSG00000168242	NM_003525	NP_003514	
ENSG00000168242	NM_003525	NP_003509	
ENSG00000163702	NM_032732	NP_116121	
ENSG00000158406	NM_003543	NP_003535	
ENSG00000158406	NM_003543	NP_003539	
ENSG00000158406	NM_003543	NP_003536	
ENSG00000158406	NM_003543	NP_003534	
ENSG00000158406	NM_003543	NP_003533	
ENSG00000158406	NM_003543	NP_003531	
ENSG00000158406	NM_003543	NP_003530	
ENSG00000158406	NM_003543	NP_003529	
ENSG00000158406	NM_003543	NP_778224	
ENSG00000158406	NM_003543	NP_003486	
ENSG00000158406	NM_003543	NP_068803	
ENSG00000158406	NM_003543	NP_001029249	
ENSG00000158406	NM_003543	NP_003537	
ENSG00000158406	NM_003543	NP_003532	
ENSG00000141384	NM_005640	NP_005631	
ENSG00000122543	NM_001097622	NP_001091091	
ENSG00000145879			
ENSG00000139508	NM_001135919	NP_861450	
ENSG00000139508	NM_001135919	NP_001129391	
ENSG00000060762	NM_016098	NP_057182	
ENSG00000134283	NM_001143788	NP_001137260	
ENSG00000124459	NM_003425	NP_003416	
ENSG00000180509	NM_000219	NP_001121142	
